Temp dt vW method ef wd lg_ef t season4 h_sin h_cos t_sin t_cos dW_sin dW_cos
6.5 02NOV2016:15:00:00 5.42773276 4 0.136291869 N -1.9929565969999998 39 2 -0.7071067811865471 -0.7071067811865479 0.017201575418260506 0.9998520419557735 -0.4436338818281553 0.8962081113748538
7.0 02NOV2016:16:00:00 4.47762169 4 0.049337612999999995 N -3.009068548 40 2 -0.8660254037844384 -0.5000000000000004 0.017201575418260506 0.9998520419557735 -0.4558612768643254 0.890050839141016
6.41666667 02NOV2016:17:00:00 4.98983576 4 0.147150211 N -1.91630137 41 2 -0.9659258262890681 -0.2588190451025215 0.017201575418260506 0.9998520419557735 -0.4567802768206115 0.8895795516465549
6.66666667 02NOV2016:18:00:00 5.17683738 4 0.13534207199999998 N -1.9999498390000001 42 2 -1.0 -1.8369701987210297e-16 0.017201575418260506 0.9998520419557735 -0.42512808431077886 0.9051332012086659
6.75 02NOV2016:19:00:00 5.04999121 4 0.10628781300000001 N -2.241604647 43 2 -0.9659258262890684 0.2588190451025203 0.017201575418260506 0.9998520419557735 -0.3712704568534125 0.9285247696576857
6.66666667 02NOV2016:20:00:00 4.23565555 4 0.09679777099999999 N -2.3351313119999997 44 2 -0.866025403784439 0.49999999999999933 0.017201575418260506 0.9998520419557735 -0.4340429511756765 0.9008921780849856
6.0 02NOV2016:21:00:00 5.35524941 4 0.333864787 N -1.097019197 45 2 -0.7071067811865477 0.7071067811865474 0.017201575418260506 0.9998520419557735 -0.3525307428595258 0.9358002326025096
5.5 02NOV2016:22:00:00 4.69418251 4 0.10082868800000001 N -2.294332361 46 2 -0.5000000000000004 0.8660254037844384 0.017201575418260506 0.9998520419557735 -0.3513403526421569 0.936247807263272
4.83333333 03NOV2016:00:00:00 3.49111174 4 0.270881767 N -1.306072837 48 2 0.0 1.0 0.03439806061360801 0.9994082116062598 -0.3717046348324178 0.9283510459110277
5.16666667 03NOV2016:01:00:00 3.15319353 4 0.08925931 N -2.41620955 49 2 0.25881904510252074 0.9659258262890683 0.03439806061360801 0.9994082116062598 -0.4479680234811892 0.894049579127666
5.75 03NOV2016:02:00:00 3.06397835 4 0.24272818399999999 N -1.415813046 50 2 0.49999999999999994 0.8660254037844387 0.03439806061360801 0.9994082116062598 -0.44116450869873297 0.8974262511563864
5.5 03NOV2016:03:00:00 2.69633168 4 0.155660334 N -1.8600789919999998 51 2 0.7071067811865475 0.7071067811865476 0.03439806061360801 0.9994082116062598 -0.4293276233566678 0.9031488204182715
6.08333333 03NOV2016:04:00:00 2.28008036 4 0.25553390800000003 N -1.364400166 52 2 0.8660254037844386 0.5000000000000001 0.03439806061360801 0.9994082116062598 -0.4405918564171082 0.8977075336984347
6.83333333 03NOV2016:05:00:00 1.45427954 4 0.270784692 W -1.3064312679999999 53 2 0.9659258262890682 0.25881904510252096 0.03439806061360801 0.9994082116062598 -0.5859193435377558 0.8103693743400507
6.83333333 03NOV2016:06:00:00 0.623401899 4 0.504903465 W -0.6833880259999999 54 2 1.0 6.123233995736766e-17 0.03439806061360801 0.9994082116062598 -0.5855060051166388 0.8106680689236221
4.83333333 03NOV2016:07:00:00 1.17860152 4 0.537370424 S -0.62106762 55 2 0.9659258262890683 -0.25881904510252063 0.03439806061360801 0.9994082116062598 -0.6104269688677667 -0.7920725444546798
